# OpenSignals Text File Format
# {"20:16:02:26:60:31": {"sensor": ["EEGBITREV", "ACCBITREV"], "device name": "20:16:02:26:60:31", "column": ["nSeq", "I1", "I2", "O1", "O2", "A3", "A5"], "sync interval": 2, "time": "21:38:59.335", "comments": "", "device connection": "BTH20:16:02:26:60:31", "channels": [3, 5], "keywords": "", "mode": 0, "digital IO": [0, 0, 1, 1], "firmware version": 1281, "device": "bitalino_rev", "position": 0, "sampling rate": 1000, "label": ["A3", "A5"], "resolution": [4, 1, 1, 1, 1, 10, 10], "date": "2019-3-2", "special": [{}, {}]}}
# EndOfHeader
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	1023	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	1023	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	972	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	1023	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	1023	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	739	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	1023	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	1023	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	0	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	1023	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	1023	1023	
1	0	0	0	0	1023	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	1023	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	755	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	1	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	1023	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	0	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	0	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	1023	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	1023	1023	
6	0	0	0	0	1023	1023	
7	0	0	0	0	1023	1023	
8	0	0	0	0	1023	1023	
9	0	0	0	0	0	1023	
10	0	0	0	0	0	1023	
11	0	0	0	0	0	1023	
12	0	0	0	0	0	1023	
13	0	0	0	0	0	1023	
14	0	0	0	0	0	1023	
15	0	0	0	0	0	1023	
0	0	0	0	0	0	1023	
1	0	0	0	0	0	1023	
2	0	0	0	0	0	1023	
3	0	0	0	0	0	1023	
4	0	0	0	0	0	1023	
5	0	0	0	0	0	1023	
6	0	0	0	0	1023	1023	
